"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
20,"RL",114,14803,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CompShg","CemntBd","CmentBd","BrkFace",816,"Ex","TA","PConc","Ex","TA","Av","GLQ",1636,"Unf",0,442,2078,"GasA","Ex","Y","SBrkr",2084,0,2084,1,0,2,0,2,1,"Ex",7,"Typ",1,"Attchd",2007,"Fin",3,1220,"TA","TA","Y",188,45,0,6,2008,"New","Partial"
60,"RL",65,8461,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",2005,"Fin",2,390,"TA","TA","Y",0,24,0,7,2006,"New","Partial"
20,"RL",69.5888841885951,11616,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ",170,"BLQ",670,252,1092,"GasA","TA","Y","SBrkr",1092,0,1092,0,1,1,0,3,1,"TA",6,"Typ",1,"Attchd",1962,"Unf",1,288,"TA","TA","Y",0,20,144,9,2009,"WD","Normal"
20,"RL",76,8243,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",56,"TA","Gd","CBlock","TA","TA","No","ALQ",700,"Unf",0,264,964,"GasA","Ex","Y","SBrkr",964,0,964,0,0,1,0,3,1,"TA",5,"Typ",1,"Detchd",1985,"Fin",2,784,"TA","TA","Y",170,0,0,2,2007,"WD","Normal"
20,"RL",66,8300,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1968,1968,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",86,"TA","TA","CBlock","TA","TA","Mn","Rec",952,"Unf",0,0,952,"GasA","Gd","Y","SBrkr",952,0,952,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",1968,"Unf",1,288,"TA","TA","Y",0,0,0,8,2007,"WD","Normal"
60,"RL",90,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"GasA","TA","Y","SBrkr",1548,1066,2614,0,0,2,1,4,1,"TA",9,"Typ",1,"Attchd",1974,"RFn",2,624,"TA","TA","Y",38,243,0,6,2008,"WD","Normal"
30,"RM",60,10320,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRNe","Norm","1Fam","1Story",5,8,1912,1991,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,451,451,"GasA","TA","Y","SBrkr",759,0,759,0,0,1,0,1,1,"TA",5,"Typ",0,"Detchd",1997,"Unf",2,576,"TA","TA","N",40,0,0,8,2008,"ConLD","Family"
120,"RL",43,7052,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,705,1364,"GasA","Ex","Y","SBrkr",1364,0,1364,1,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2005,"RFn",2,484,"TA","TA","Y",192,36,0,6,2006,"WD","Normal"
75,"RM",60,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,7,1915,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Gd","Y","SBrkr",728,728,1456,0,0,1,1,4,1,"Gd",7,"Typ",0,"Detchd",1915,"Unf",1,308,"Fa","Fa","N",0,0,248,6,2008,"WD","Normal"
20,"RL",70,8750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",209,"Gd","TA","PConc","Gd","TA","Av","GLQ",1111,"Unf",0,306,1417,"GasA","Ex","Y","SBrkr",1417,0,1417,1,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",1997,"Unf",2,511,"TA","TA","Y",60,0,0,8,2009,"WD","Normal"
20,"RL",53,15401,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",296,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1337,"Unf",0,547,1884,"GasA","Ex","Y","SBrkr",1884,0,1884,1,0,2,0,2,1,"Ex",7,"Typ",1,"Attchd",2004,"Fin",3,670,"TA","TA","Y",214,76,0,9,2008,"WD","Normal"
60,"RL",59,11796,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1112,1959,0,0,2,1,4,1,"Gd",8,"Typ",1,"BuiltIn",2004,"Fin",2,434,"TA","TA","Y",100,48,0,7,2007,"WD","Normal"
20,"RL",150,215245,"Pave","IR3","Low","AllPub","Inside","Sev","Timber","Norm","Norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1236,"Rec",820,80,2136,"GasW","TA","Y","SBrkr",2036,0,2036,2,0,2,0,3,1,"TA",8,"Typ",2,"Attchd",1965,"RFn",2,513,"TA","TA","Y",0,0,0,6,2009,"WD","Normal"
20,"RL",60,7038,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1970,1970,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",726,"Unf",0,138,864,"GasA","TA","Y","SBrkr",864,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",2001,"Unf",2,576,"TA","TA","Y",210,0,0,9,2009,"WD","Abnorml"
50,"RL",78,10496,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",0,844,1040,"GasA","Ex","Y","SBrkr",1168,678,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1949,"Unf",1,315,"TA","TA","Y",0,0,0,1,2007,"WD","Normal"
20,"RL",73,17227,"Pave","IR2","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",158,"Gd","TA","PConc","Gd","TA","Gd","GLQ",915,"Unf",0,426,1341,"GasA","Ex","Y","SBrkr",1341,0,1341,1,0,1,1,1,1,"Gd",5,"Typ",1,"Attchd",1999,"RFn",2,482,"TA","TA","Y",240,84,0,1,2007,"WD","Normal"
120,"RL",38,4740,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1988,1988,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",248,"Unf",0,918,1166,"GasA","Gd","Y","SBrkr",1179,0,1179,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1988,"RFn",2,480,"TA","TA","Y",0,108,0,10,2007,"WD","Normal"
50,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,6,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",672,"Unf",0,0,672,"GasA","TA","Y","SBrkr",757,567,1324,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1936,"Unf",1,240,"TA","TA","Y",0,0,0,7,2009,"WD","Normal"
70,"RL",69,11737,"Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,7,1924,1996,"Gambrel","CompShg","BrkComm","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,848,848,"GasW","TA","N","SBrkr",1017,810,1827,0,0,1,0,2,1,"TA",9,"Typ",1,"Detchd",1943,"Unf",1,240,"Fa","TA","Y",27,36,42,5,2006,"WD","Normal"
85,"RL",77.8948379957288,7400,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1984,1984,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","LwQ",104,"ALQ",956,0,1060,"GasA","TA","Y","SBrkr",1126,0,1126,1,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1984,"Unf",2,506,"TA","TA","Y",178,0,0,3,2008,"WD","Normal"
90,"RL",75.0008786934714,8145,"Pave","IR1","HLS","AllPub","Corner","Gtl","Crawfor","Norm","Norm","Duplex","2.5Unf",7,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",246,"Unf",0,674,920,"GasA","Ex","Y","SBrkr",1240,1240,2480,0,0,2,1,5,2,"TA",13,"Typ",2,"Detchd",1940,"Unf",2,400,"TA","TA","Y",0,0,57,7,2009,"WD","Normal"
20,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard","BrkFace",320,"TA","TA","CBlock","TA","TA","No","ALQ",916,"Unf",0,326,1242,"GasA","Fa","Y","SBrkr",1242,0,1242,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1973,"Unf",2,528,"TA","TA","Y",0,0,0,9,2007,"WD","Normal"
180,"RM",21,1533,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",5,7,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",553,"Unf",0,77,630,"GasA","Ex","Y","SBrkr",630,0,630,1,0,1,0,1,1,"Ex",3,"Typ",0,"Attchd",1972.63194025108,"RFn",0,0,"Ex","Ex","Y",0,0,0,8,2006,"WD","Abnorml"
80,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",140,"TA","TA","PConc","TA","TA","Av","ALQ",602,"Rec",402,137,1141,"GasA","Gd","Y","SBrkr",1141,0,1141,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1967,"Unf",1,568,"TA","TA","Y",0,78,0,7,2006,"WD","Normal"
20,"RL",56,18559,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1978,1978,"Hip","CompShg","Plywood","Plywood","BrkFace",383,"Gd","Gd","CBlock","Gd","TA","No","GLQ",1206,"Rec",186,656,2048,"GasA","TA","Y","SBrkr",2064,0,2064,1,0,2,0,3,1,"Gd",7,"Typ",2,"Attchd",1978,"Fin",2,550,"TA","TA","Y",200,0,0,8,2008,"WD","Normal"
80,"RL",55,7700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",271,"Unf",0,30,301,"GasA","Ex","Y","FuseA",1145,0,1145,0,0,1,0,3,1,"TA",6,"Min2",0,"Detchd",1993,"Unf",2,684,"TA","TA","Y",0,0,0,9,2006,"WD","Normal"
20,"RL",80,11600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,"TA","TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,1383,0,0,1,1,3,1,"TA",7,"Typ",0,"Attchd",1960,"RFn",1,292,"TA","TA","Y",0,45,0,4,2006,"WD","Normal"
50,"RM",57,8094,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,888,888,"GasA","Ex","Y","SBrkr",888,1074,1962,0,0,1,1,4,1,"TA",9,"Typ",1,"Detchd",1915,"Unf",2,572,"TA","TA","Y",160,0,364,6,2010,"WD","Normal"
85,"RL",77.2557791922535,9180,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",747,"LwQ",93,0,840,"GasA","Gd","Y","SBrkr",884,0,884,1,0,1,0,2,1,"Gd",5,"Typ",0,"Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,12,2007,"WD","Normal"
20,"RL",72,10152,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","MetalSd","MetalSd","BrkFace",120,"TA","TA","CBlock","TA","TA","No","BLQ",586,"Unf",0,462,1048,"GasA","TA","Y","SBrkr",1048,0,1048,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1956,"Unf",1,286,"TA","TA","Y",0,20,0,6,2007,"WD","Normal"
60,"RL",75,11404,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",252,"Unf",0,901,1153,"GasA","Ex","Y","SBrkr",1153,878,2031,0,0,2,1,3,1,"Gd",8,"Typ",1,"Attchd",1998,"Fin",2,541,"TA","TA","Y",192,84,0,7,2008,"WD","Normal"
20,"RL",50,5500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Shed","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","Mn","GLQ",510,"LwQ",373,190,1073,"GasA","Ex","Y","SBrkr",1073,0,1073,1,0,2,0,2,1,"TA",4,"Typ",0,"Detchd",2004,"Unf",1,246,"TA","TA","Y",0,120,0,5,2006,"WD","Normal"
70,"RM",57,6876,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,5,1927,1950,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","Fa","No","BLQ",522,"Unf",0,198,720,"GasA","Fa","Y","SBrkr",1146,784,1930,1,0,2,0,4,1,"TA",8,"Typ",0,"Attchd",1927,"Unf",1,316,"TA","TA","Y",0,0,213,8,2009,"WD","Normal"
60,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",252,"TA","TA","CBlock","TA","TA","No","ALQ",698,"Unf",0,467,1165,"GasA","Gd","Y","SBrkr",1165,896,2061,0,1,2,1,4,1,"TA",8,"Typ",1,"Attchd",1974,"RFn",2,498,"TA","TA","Y",0,77,0,5,2009,"COD","Abnorml"
70,"RM",57,9639,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2Story",4,8,1900,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1075,1075,"GasA","Ex","Y","SBrkr",1156,642,1798,0,0,2,1,4,1,"TA",7,"Typ",0,"Detchd",1935,"Unf",2,342,"TA","TA","N",0,0,160,5,2007,"WD","Normal"
60,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1971,1971,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",329,"Unf",0,386,715,"GasA","TA","Y","SBrkr",930,715,1645,0,0,1,2,4,1,"TA",7,"Typ",0,"Attchd",1971,"RFn",2,441,"TA","TA","Y",0,78,0,6,2010,"WD","Normal"
20,"RL",36,15523,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",460,"Unf",0,404,864,"GasA","Ex","Y","SBrkr",864,0,864,1,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",1972,"Unf",1,338,"TA","TA","Y",0,0,0,8,2009,"WD","Normal"
70,"RM",47,7755,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1918,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1100,1100,"GasA","Ex","Y","FuseA",1100,1164,2264,0,0,2,1,4,1,"TA",8,"Typ",0,"Detchd",1950,"Unf",1,408,"TA","TA","Y",0,152,0,5,2007,"WD","Normal"
20,"RL",77.8786680462248,10920,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","MetalSd","MetalSd","BrkFace",212,"TA","TA","CBlock","TA","TA","No","BLQ",733,"Unf",0,520,1253,"GasA","TA","Y","SBrkr",1253,0,1253,1,0,1,1,2,1,"TA",5,"Typ",1,"Attchd",1960,"RFn",1,352,"TA","TA","Y",0,213,176,5,2008,"WD","Normal"
20,"RL",84,8658,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",101,"TA","TA","CBlock","TA","TA","No","Rec",643,"Unf",0,445,1088,"GasA","Ex","Y","SBrkr",1324,0,1324,0,0,2,0,3,1,"TA",6,"Typ",1,"Attchd",1965,"RFn",2,440,"TA","TA","Y",0,138,0,12,2006,"WD","Abnorml"
20,"RL",79,11449,"Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",1011,"Unf",0,873,1884,"GasA","Ex","Y","SBrkr",1728,0,1728,1,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2007,"Fin",2,520,"TA","TA","Y",0,276,0,1,2008,"WD","Normal"
60,"RL",70,8726,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,872,872,"GasA","Ex","Y","SBrkr",872,1037,1909,0,0,2,1,4,1,"Gd",8,"Typ",0,"BuiltIn",2002,"RFn",2,529,"TA","TA","Y",0,108,0,9,2006,"WD","Normal"
20,"RL",64,7314,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",82,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",0,508,1232,"GasA","Ex","Y","SBrkr",1232,0,1232,1,0,2,0,2,1,"Gd",6,"Typ",0,"Attchd",2007,"RFn",2,632,"TA","TA","Y",132,0,0,2,2009,"WD","Normal"
20,"RL",70,9135,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,"Gd","TA","PConc","Gd","TA","Av","GLQ",810,"Unf",0,726,1536,"GasA","Ex","Y","SBrkr",1536,0,1536,1,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2002,"RFn",2,532,"TA","TA","Y",192,74,0,12,2008,"WD","Normal"
50,"RM",63,4347,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1910,1950,"Gambrel","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","Gd","Gd","No","Unf",0,"Unf",0,796,796,"GasA","Ex","Y","SBrkr",825,784,1609,0,0,1,0,3,1,"TA",7,"Typ",0,"Detchd",1910,"Unf",1,228,"Fa","Fa","N",0,182,0,6,2008,"WD","Normal"
60,"RL",75.0446995906083,12388,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",229,"TA","TA","CBlock","Gd","TA","No","ALQ",602,"Unf",0,441,1043,"GasA","TA","Y","SBrkr",1539,1134,2673,0,0,2,1,4,1,"Gd",9,"Typ",1,"BuiltIn",1980,"RFn",2,441,"TA","TA","Y",178,84,0,8,2009,"WD","Normal"
60,"RL",70,11606,"Pave","IR1","HLS","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"GasA","TA","Y","SBrkr",1040,1040,2080,0,1,1,2,5,1,"Fa",9,"Typ",2,"Attchd",1969,"Unf",2,504,"TA","TA","Y",335,0,0,9,2007,"WD","Family"
60,"RL",118,13654,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Gable","CompShg","MetalSd","MetalSd","BrkFace",365,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1704,1704,"GasA","Ex","Y","SBrkr",1722,1036,2758,0,0,2,1,4,1,"Ex",9,"Typ",1,"BuiltIn",2005,"Fin",3,814,"TA","TA","Y",282,55,0,5,2007,"WD","Normal"
20,"RL",82,11880,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",206,"TA","TA","CBlock","Gd","TA","No","ALQ",704,"Unf",0,567,1271,"GasA","TA","Y","SBrkr",1601,0,1601,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",1978,"RFn",2,478,"TA","TA","Y",0,0,0,4,2009,"COD","Abnorml"
20,"RL",85,10000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",410,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,1588,1588,"GasA","Ex","Y","SBrkr",1588,0,1588,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,825,"TA","TA","Y",144,45,0,12,2007,"WD","Normal"
50,"RL",110,7810,"Pave","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",4,6,1930,2003,"Gable","CompShg","AsbShng","CmentBd","None",0,"TA","Gd","BrkTil","TA","Gd","No","GLQ",189,"Unf",0,741,930,"GasA","Ex","Y","SBrkr",1230,525,1755,0,0,2,0,4,1,"Gd",7,"Typ",1,"Detchd",1930,"Unf",1,231,"Fa","TA","Y",0,40,0,11,2007,"WD","Normal"
20,"RL",79.2205775261529,22002,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1959,1991,"Gable","CompShg","MetalSd","MetalSd","BrkFace",136,"TA","Gd","CBlock","TA","TA","Mn","ALQ",1386,"Unf",0,206,1592,"GasA","Gd","Y","SBrkr",1652,0,1652,1,0,1,1,3,1,"Gd",6,"Typ",1,"Attchd",1959,"RFn",2,510,"TA","TA","Y",0,0,0,7,2007,"WD","Normal"
75,"RM",60,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,7,1914,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",0,490,880,"GasW","Fa","N","SBrkr",880,888,1768,0,0,1,1,2,1,"TA",6,"Typ",2,"Detchd",1914,"Unf",2,320,"TA","TA","N",0,341,0,10,2006,"WD","Normal"
60,"RL",80,10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"GasA","Gd","Y","SBrkr",1012,778,1790,1,0,1,2,4,1,"TA",8,"Min2",1,"Attchd",1972,"RFn",2,484,"TA","TA","Y",148,0,0,11,2006,"WD","Normal"
20,"RL",75,11957,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",53,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1550,1574,"GasA","Ex","Y","SBrkr",1574,0,1574,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2006,"RFn",3,824,"TA","TA","Y",144,104,0,7,2008,"WD","Normal"
20,"RL",87.9614515347422,13052,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",712,"Unf",0,312,1024,"GasA","TA","Y","SBrkr",1024,0,1024,0,0,1,1,3,1,"TA",5,"Typ",0,"Attchd",1965,"Unf",1,308,"TA","TA","Y",0,0,0,1,2006,"WD","Normal"
