"MSZoning","LotFrontage","Utilities","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Electrical","BsmtFullBath","BsmtHalfBath","KitchenQual","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","MSSubClass","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
"RL",60,"AllPub","None",0,"TA","TA","No","ALQ",441,"Unf",0,507,948,"SBrkr",0,0,"TA","Typ","Detchd",1952,"Unf",2,410,"TA","TA",20,10950,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",948,0,948,1,0,2,1,5,0,"N",0,48,0,4,2007,"WD","Normal"
"RM",98,"AllPub","None",0,"TA","TA","No","LwQ",1088,"Unf",0,0,1088,"SBrkr",0,0,"TA","Typ","Detchd",1963,"Unf",2,456,"TA","TA",50,8820,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1890,1996,"Hip","CompShg","VinylSd","VinylSd","TA","TA","BrkTil","GasA","TA","Y",1188,561,1869,1,0,2,1,7,0,"Y",48,0,244,9,2009,"WD","Normal"
"RL",114,"AllPub","BrkFace",738,"Ex","TA","Gd","Rec",292,"GLQ",1393,48,1733,"SBrkr",1,0,"Ex","Typ","Attchd",1993,"RFn",3,959,"TA","TA",60,17242,"Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,1993,1994,"Hip","CompShg","MetalSd","MetalSd","Gd","Gd","PConc","GasA","Ex","Y",1933,1567,3500,3,1,4,1,11,1,"Y",870,86,0,5,2006,"WD","Normal"
"RM",65,"AllPub","None",0,"Gd","TA","Mn","Rec",507,"Unf",0,286,793,"SBrkr",1,0,"TA","Typ","Detchd",1939,"Unf",2,410,"TA","TA",190,7800,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","TA","Y",793,325,1118,1,0,3,1,5,1,"Y",0,0,0,5,2006,"WD","Normal"
"RL",110,"AllPub","BrkFace",664,"Ex","TA","Av","GLQ",1016,"Unf",0,556,1572,"SBrkr",1,0,"Ex","Typ","BuiltIn",2003,"Fin",3,726,"TA","TA",60,13688,"Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1572,1096,2668,2,1,3,1,10,2,"Y",400,0,0,3,2008,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","ALQ",441,"Unf",0,507,948,"SBrkr",0,0,"TA","Typ","Detchd",1952,"Unf",2,410,"TA","TA",20,10950,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",948,0,948,1,0,2,1,5,0,"N",0,48,0,4,2007,"WD","Normal"
"RL",137,"AllPub","None",0,"TA","TA","No","ALQ",247,"Rec",713,557,1517,"SBrkr",0,0,"Gd","Mod","Attchd",1966,"Fin",2,578,"TA","TA",20,16492,"Pave","IR1","Lvl","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","Gd","TA","CBlock","GasA","Ex","Y",1888,0,1888,2,1,2,1,6,1,"Y",0,0,0,6,2010,"WD","Normal"
"RL",65,"AllPub","BrkFace",60,"TA","TA","No","BLQ",432,"Unf",0,460,892,"SBrkr",0,0,"TA","Typ","Attchd",1967,"RFn",1,288,"TA","TA",20,7150,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",892,0,892,1,0,3,1,5,0,"Y",0,0,0,7,2009,"WD","Normal"
"RL",80,"AllPub","Stone",144,"TA","TA","No","ALQ",996,"Unf",0,60,1056,"FuseA",1,0,"TA","Typ","Attchd",1951,"RFn",1,280,"TA","TA",20,9600,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1951,1951,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",1216,0,1216,1,0,3,1,7,0,"Y",0,0,0,5,2006,"WD","Normal"
"RM",69,"AllPub","None",0,"Fa","TA","No","Unf",0,"Unf",0,797,797,"FuseA",0,0,"TA","Typ","Detchd",1950,"Unf",2,420,"Fa","Po",190,9142,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,5,1900,2006,"Gable","CompShg","MetalSd","MetalSd","TA","Fa","BrkTil","GasA","TA","N",830,797,1627,2,0,4,2,10,0,"N",192,0,60,2,2008,"WD","Normal"
"RL",75,"AllPub","Stone",284,"Gd","TA","No","Unf",0,"Unf",0,1498,1498,"SBrkr",0,0,"Ex","Typ","Attchd",2008,"Fin",2,592,"TA","TA",20,14587,"Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1506,0,1506,2,0,2,1,6,1,"Y",0,174,0,8,2008,"New","Partial"
"RL",61,"AllPub","None",0,"TA","TA","Mn","ALQ",1112,"Unf",0,48,1160,"SBrkr",1,0,"Gd","Mod","Attchd",1977,"RFn",2,672,"TA","TA",20,33983,"Pave","IR1","Lvl","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1977,1994,"Gable","CompShg","Plywood","Plywood","TA","Fa","PConc","GasA","TA","Y",1676,0,1676,1,1,3,1,6,2,"P",690,90,0,5,2007,"WD","Normal"
"RL",74,"AllPub","BrkFace",148,"Gd","TA","Av","GLQ",769,"Unf",0,769,1538,"SBrkr",1,0,"Gd","Typ","Attchd",2005,"RFn",2,484,"TA","TA",20,8847,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1538,0,1538,2,0,3,1,7,0,"Y",146,40,0,12,2007,"WD","Normal"
"RL",80,"AllPub","BrkFace",289,"TA","TA","No","BLQ",668,"Rec",138,525,1331,"SBrkr",0,0,"TA","Typ","Attchd",1957,"Unf",2,464,"TA","TA",20,9736,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1957,1969,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","Gd","Y",1721,0,1721,1,0,4,1,8,3,"Y",0,0,0,4,2007,"WD","Normal"
"RL",65,"AllPub","BrkFace",766,"Ex","TA","No","GLQ",1540,"Unf",0,162,1702,"SBrkr",1,0,"Ex","Typ","Attchd",2008,"Fin",3,1052,"TA","TA",120,8769,"Pave","Reg","Lvl","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","CompShg","MetalSd","MetalSd","Ex","TA","PConc","GasA","Ex","Y",1702,0,1702,1,1,1,1,7,1,"Y",0,72,0,10,2008,"New","Partial"
"RL",74,"AllPub","BrkFace",128,"Ex","TA","No","GLQ",1096,"Unf",0,482,1578,"SBrkr",1,0,"Gd","Typ","Attchd",2006,"Unf",3,642,"TA","TA",20,13253,"Pave","IR1","Lvl","Inside","Gtl","Somerst","RRAn","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Gd","Y",1578,0,1578,2,0,3,1,7,1,"Y",0,26,0,5,2008,"WD","Normal"
"RL",66,"AllPub","BrkFace",396,"Gd","TA","No","Unf",0,"Unf",0,1055,1055,"SBrkr",0,0,"Gd","Typ","BuiltIn",2001,"Fin",2,905,"TA","TA",60,9240,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1055,1208,2263,2,1,3,1,7,1,"Y",0,45,0,9,2008,"WD","Normal"
"RL",86,"AllPub","BrkFace",172,"TA","TA","Gd","LwQ",28,"ALQ",1474,0,1502,"SBrkr",1,0,"Gd","Typ","Attchd",1987,"Fin",2,576,"TA","TA",60,10380,"Pave","IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","Plywood","Plywood","Gd","TA","CBlock","GasA","Ex","Y",1553,1177,2730,2,1,4,1,8,1,"Y",201,96,0,8,2007,"WD","Normal"
"C (all)",60,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,698,698,"FuseA",0,0,"TA","Typ","Detchd",1980,"RFn",2,528,"TA","TA",50,7500,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","GasA","TA","Y",698,430,1128,1,0,2,1,6,0,"Y",30,0,164,4,2010,"COD","Abnorml"
"RL",106,"AllPub","BrkFace",40,"Gd","TA","No","Unf",0,"Unf",0,1406,1406,"SBrkr",0,0,"Gd","Typ","Attchd",2000,"RFn",2,504,"TA","TA",60,11194,"Pave","IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1454,482,1936,2,1,3,1,7,1,"Y",188,124,0,11,2006,"WD","Normal"
"RL",70,"AllPub","None",0,"Gd","TA","No","GLQ",654,"Unf",0,325,979,"SBrkr",1,0,"Gd","Typ","Attchd",2003,"RFn",2,610,"TA","TA",60,8749,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",992,940,1932,2,1,3,1,7,1,"Y",0,120,0,6,2007,"WD","Normal"
"RL",74,"AllPub","BrkCmn",128,"TA","TA","No","LwQ",0,"Unf",0,0,0,"SBrkr",0,0,"Fa","Typ","Attchd",1940,"Unf",0,0,"TA","TA",90,6882,"Pave","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,3,1955,1955,"Gable","CompShg","AsbShng","Plywood","TA","TA","PConc","GasA","TA","N",1152,0,1152,2,0,2,2,6,0,"N",0,0,0,9,2007,"WD","Normal"
"RL",50,"AllPub","None",0,"Gd","Gd","Gd","LwQ",262,"ALQ",723,197,1182,"SBrkr",1,0,"TA","Typ","Attchd",1966,"Unf",2,438,"TA","TA",20,11500,"Pave","IR1","Bnk","CulDSac","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,6,1966,1966,"Flat","Tar&Grv","Plywood","Plywood","TA","TA","CBlock","GasA","Ex","Y",1643,0,1643,2,0,2,1,6,1,"Y",339,0,0,3,2008,"WD","Normal"
"RL",105,"AllPub","BrkFace",232,"Gd","TA","Gd","GLQ",578,"Unf",0,1093,1671,"SBrkr",1,0,"Gd","Typ","Attchd",2002,"Fin",3,756,"TA","TA",60,13650,"Pave","Reg","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1687,563,2250,2,1,3,1,7,1,"Y",238,130,0,6,2010,"WD","Normal"
"RL",70,"AllPub","BrkFace",128,"Gd","TA","No","GLQ",688,"Unf",0,176,864,"SBrkr",1,0,"Gd","Typ","Attchd",1997,"RFn",2,600,"TA","TA",60,13142,"Pave","IR1","Lvl","Corner","Gtl","CollgCr","PosN","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",872,899,1771,2,1,3,1,6,0,"Y",0,96,0,7,2008,"WD","Normal"
"RL",80,"AllPub","BrkFace",251,"Gd","TA","No","GLQ",1271,"Unf",0,331,1602,"SBrkr",1,0,"Gd","Typ","Attchd",1994,"RFn",2,534,"TA","TA",20,9938,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","Ex","Y",1626,0,1626,2,1,3,1,7,1,"Y",424,40,0,4,2008,"WD","Normal"
"RL",83,"AllPub","BrkFace",176,"TA","TA","No","BLQ",594,"Unf",0,594,1188,"SBrkr",0,0,"TA","Typ","Attchd",1969,"Unf",2,504,"TA","TA",20,13383,"Pave","IR1","Lvl","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1969,2000,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",1404,0,1404,2,0,3,1,7,1,"Y",0,16,0,3,2009,"WD","Normal"
"RL",74,"AllPub","None",0,"TA","TA","No","Rec",0,"Unf",0,0,0,"FuseF",0,0,"Fa","Min1","Detchd",1956,"Unf",2,528,"TA","Fa",20,10206,"Pave","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1952,1952,"Flat","Tar&Grv","BrkComm","Brk Cmn","TA","TA","Slab","GasW","Fa","N",944,0,944,1,0,2,1,4,0,"Y",0,0,0,7,2009,"WD","Normal"
"RM",68,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,0,0,"SBrkr",0,0,"TA","Typ","Attchd",1978,"Unf",2,539,"TA","TA",90,8930,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","TA","TA","Slab","GasA","TA","Y",1318,584,1902,2,0,4,2,8,0,"Y",0,0,0,4,2010,"WD","Normal"
"RM",65,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,960,960,"SBrkr",0,0,"TA","Typ","Detchd",2002,"Unf",2,624,"TA","TA",20,9750,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",960,0,960,1,0,3,1,5,0,"Y",0,0,0,7,2006,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","BLQ",580,"Unf",0,333,913,"FuseA",1,0,"TA","Typ","Attchd",1962,"Unf",1,288,"TA","TA",50,10930,"Pave","Reg","Bnk","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","TA","Y",1048,510,1558,1,1,3,1,6,1,"Y",0,0,0,4,2008,"WD","Normal"
"RL",50,"AllPub","None",0,"TA","TA","No","Rec",120,"Unf",0,228,348,"SBrkr",0,0,"TA","Typ","Basment",1937,"Unf",1,231,"Fa","TA",70,4882,"Pave","IR1","Bnk","Inside","Mod","BrkSide","RRAn","Feedr","1Fam","2Story",4,7,1937,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","PConc","GasA","TA","Y",453,453,906,1,0,2,1,5,0,"Y",0,0,0,9,2008,"WD","Normal"
"FV",95,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,1428,1428,"SBrkr",0,0,"Gd","Typ","Attchd",2007,"Fin",2,480,"TA","TA",20,11639,"Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","CemntBd","CmentBd","Gd","TA","PConc","GasA","Ex","Y",1428,0,1428,2,0,3,1,6,0,"Y",0,120,0,12,2008,"New","Partial"
"RL",48,"AllPub","BrkFace",372,"Gd","TA","No","GLQ",624,"Unf",0,549,1173,"SBrkr",1,0,"Gd","Typ","Attchd",1993,"RFn",2,623,"TA","TA",60,11692,"Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","Ex","Y",1215,1017,2232,2,1,3,1,8,1,"Y",173,165,0,10,2009,"WD","Normal"
"RL",71,"AllPub","None",0,"TA","TA","No","Rec",507,"Unf",0,403,910,"SBrkr",0,0,"TA","Typ","Detchd",2000,"Unf",2,720,"TA","TA",50,8520,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,4,1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","TA","Fa","CBlock","GasA","Fa","Y",910,475,1385,2,0,4,1,6,0,"Y",0,0,0,6,2010,"WD","Normal"
"RL",65,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,768,768,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"Fin",2,400,"TA","TA",60,10237,"Pave","Reg","Lvl","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",768,768,1536,2,1,3,1,6,1,"Y",100,38,0,6,2007,"WD","Normal"
"RL",174,"AllPub","BrkFace",18,"Gd","TA","Gd","Unf",0,"Unf",0,1374,1374,"SBrkr",0,0,"Gd","Typ","Attchd",2003,"Fin",2,420,"TA","TA",120,3196,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1557,0,1557,2,0,2,1,7,1,"Y",143,20,0,10,2006,"WD","Normal"
"RL",90,"AllPub","None",0,"Gd","TA","No","LwQ",1090,"Unf",0,0,1090,"SBrkr",1,0,"TA","Typ","Attchd",1976,"Unf",2,502,"TA","TA",20,11000,"Pave","IR2","Lvl","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1976,2003,"Gable","CompShg","Plywood","Plywood","TA","TA","PConc","GasA","TA","Y",1178,0,1178,1,1,3,1,6,0,"Y",0,44,0,6,2007,"WD","Normal"
"C (all)",50,"AllPub","None",0,"TA","TA","Mn","Unf",0,"Unf",0,660,660,"SBrkr",0,0,"TA","Min2","Detchd",1915,"Unf",0,0,"TA","TA",190,9000,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","1.5Fin",5,6,1951,1951,"Gable","CompShg","WdShing","Wd Shng","Fa","Fa","CBlock","GasA","TA","N",1060,336,1396,2,0,4,2,8,0,"Y",0,0,0,10,2006,"WD","Abnorml"
"RL",70,"AllPub","BrkFace",120,"TA","TA","Av","ALQ",803,"Unf",0,303,1106,"SBrkr",1,0,"TA","Typ","Attchd",1962,"Unf",2,540,"TA","TA",90,7728,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",1190,0,1190,1,0,3,1,6,0,"Y",0,18,0,5,2006,"WD","Normal"
"RL",119,"AllPub","None",0,"TA","TA","No","Rec",648,"Unf",0,324,972,"SBrkr",0,0,"TA","Typ","Attchd",1955,"Unf",1,305,"TA","TA",20,10895,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","GasA","TA","Y",972,0,972,1,0,3,1,5,0,"Y",0,0,205,6,2010,"WD","Normal"
"RL",85,"AllPub","None",0,"TA","TA","No","Rec",301,"Unf",0,1439,1740,"SBrkr",0,0,"TA","Typ","Attchd",1968,"RFn",2,512,"TA","TA",20,11050,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Fa","Y",1740,0,1740,1,1,4,1,8,1,"Y",25,0,0,10,2008,"WD","Family"
"FV",24,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,600,600,"SBrkr",0,0,"Gd","Typ","Detchd",2005,"RFn",2,480,"TA","TA",160,2544,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","GasA","Ex","Y",520,623,1223,2,1,2,1,4,0,"Y",0,166,0,7,2006,"WD","Normal"
"RL",52,"AllPub","BrkFace",710,"Ex","TA","Av","GLQ",1101,"Unf",0,1559,2660,"SBrkr",1,0,"Gd","Typ","Attchd",2005,"Fin",3,1110,"Gd","TA",20,51974,"Pave","IR1","Lvl","CulDSac","Gtl","StoneBr","PosN","Norm","1Fam","1Story",9,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Ex","TA","PConc","GasA","Ex","Y",2338,0,2338,2,1,4,1,8,2,"Y",0,135,0,6,2007,"New","Partial"
"RM",32,"AllPub","BrkFace",443,"Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"SBrkr",1,0,"TA","Typ","Attchd",1998,"Fin",2,405,"TA","TA",120,4500,"Pave","Reg","Lvl","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","TA","Gd","PConc","GasA","Ex","Y",1337,0,1337,2,0,2,1,5,0,"Y",0,199,0,3,2006,"WD","Normal"
"RL",60,"AllPub","BrkFace",196,"Gd","TA","No","Unf",0,"Unf",0,847,847,"SBrkr",0,0,"Gd","Typ","BuiltIn",2003,"Fin",2,434,"TA","TA",60,8396,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",847,1139,1986,2,1,4,1,9,1,"Y",120,48,0,5,2008,"WD","Normal"
"RL",68,"AllPub","BrkFace",65,"TA","TA","No","Rec",340,"Unf",0,524,864,"SBrkr",0,0,"TA","Typ","Attchd",1966,"RFn",1,264,"TA","TA",20,9477,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",892,0,892,1,0,3,1,5,0,"Y",0,0,0,10,2008,"WD","Normal"
"RL",80,"AllPub","BrkFace",256,"Gd","TA","No","Unf",0,"Unf",0,832,832,"SBrkr",0,0,"Gd","Typ","Attchd",1978,"RFn",2,529,"TA","TA",60,13250,"Pave","IR1","Lvl","Inside","Gtl","NWAmes","RRNn","Norm","1Fam","2Story",7,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1154,896,2050,2,1,4,1,8,1,"Y",192,192,0,5,2009,"WD","Abnorml"
"RL",42,"AllPub","None",0,"Gd","TA","Gd","GLQ",1440,"Unf",0,0,1440,"SBrkr",2,0,"TA","Typ","Attchd",1970,"RFn",0,0,"TA","TA",90,7711,"Pave","IR1","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,3,1977,1977,"Gable","CompShg","MetalSd","MetalSd","TA","TA","PConc","GasA","TA","Y",1440,0,1440,2,0,4,2,8,0,"N",321,0,0,8,2007,"Oth","Abnorml"
"RL",75,"AllPub","None",0,"TA","TA","No","Rec",609,"Unf",0,483,1092,"SBrkr",0,0,"TA","Typ","Attchd",1966,"Unf",1,264,"TA","TA",20,9825,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1092,0,1092,1,0,3,1,6,0,"Y",259,0,0,4,2008,"COD","Abnorml"
"RL",60,"AllPub","None",0,"TA","TA","No","BLQ",799,"Unf",0,252,1051,"SBrkr",1,0,"TA","Typ","Attchd",1966,"RFn",1,264,"TA","TA",20,9759,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",1051,0,1051,1,0,3,1,6,0,"Y",182,88,0,3,2006,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","ALQ",384,"Unf",0,0,384,"SBrkr",0,0,"TA","Min1","Detchd",1962,"Unf",2,572,"TA","TA",80,7134,"Pave","Reg","Bnk","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","TA","Y",1360,0,1360,1,0,3,1,6,1,"Y",0,50,0,2,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"Fa","TA","No","Unf",0,"Unf",0,700,700,"SBrkr",0,0,"Fa","Typ","Detchd",1922,"Unf",1,252,"TA","Fa",30,11600,"Pave","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",4,5,1922,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Ex","Y",1180,0,1180,1,0,2,1,5,1,"Y",0,0,67,7,2006,"WD","Normal"
"RL",41,"AllPub","None",0,"Gd","TA","Mn","GLQ",616,"Unf",0,722,1338,"SBrkr",1,0,"Gd","Typ","Attchd",2001,"Fin",2,582,"TA","TA",120,4920,"Pave","Reg","Lvl","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2001,"Gable","CompShg","CemntBd","CmentBd","Gd","TA","PConc","GasA","Ex","Y",1338,0,1338,2,0,2,1,6,0,"Y",0,0,170,4,2010,"WD","Normal"
"RL",67,"AllPub","None",0,"TA","TA","Mn","ALQ",690,"Unf",0,126,816,"SBrkr",1,0,"TA","Typ","Detchd",1958,"Unf",1,288,"Fa","Fa",20,8877,"Pave","Reg","Lvl","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story",4,6,1938,1958,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",816,0,816,1,0,2,1,3,1,"Y",0,0,0,5,2009,"WD","Normal"
"RL",70,"AllPub","BrkFace",122,"TA","TA","No","LwQ",528,"Unf",0,1098,1626,"SBrkr",0,0,"TA","Typ","Attchd",2005,"Fin",2,588,"TA","TA",90,8393,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",1712,0,1712,2,0,4,2,8,0,"Y",272,54,0,6,2006,"WD","Family"
